Amount,TransactionSigner,TransactionSignature,BlockTimestampIso8601,CurrencyAddress,CurrencyDecimals
551.754815,23iubjusdbMgZnBpiwi9HcRZRGzNbwaVH8eACjquef9w,4sVR4RzwAUsuZ7csd94jQjp4YmiugTWRYKrcN3DFDgLpde6ibRXjsVby5LPK6UUoYhRbqHi2MRX2b5RS25KABwef,2022-04-28T04:48:42Z,9vMJfxuKxXBoEa7rM12mYLMwTacLMLDJqHozw96WQL8i,6
538.810916,23iubjusdbMgZnBpiwi9HcRZRGzNbwaVH8eACjquef9w,4sVR4RzwAUsuZ7csd94jQjp4YmiugTWRYKrcN3DFDgLpde6ibRXjsVby5LPK6UUoYhRbqHi2MRX2b5RS25KABwef,2022-04-28T04:48:42Z,nZtL8HKX3aQtk3VpdvtdwPpXF2uMia522Pnan2meqdf,6
4781.347451,2HVn5HX2tkpNFcNs8uCSaEL8rC627bz4TUoNvyVnG9uK,5v1abPWUFpj7bgvfj7zrZDdBxc2SuzXB4dXa18De8RSAZzgPzv4E7yPAskupnQHkZ6Y1C8xgwFyv6csGPvnmn1kg,2022-04-28T03:18:06Z,993dVFL2uXWYeoXuEBFXR4BijeXdTv4s6BzsCjJZuwqk,6
4977.141179,2HVn5HX2tkpNFcNs8uCSaEL8rC627bz4TUoNvyVnG9uK,5v1abPWUFpj7bgvfj7zrZDdBxc2SuzXB4dXa18De8RSAZzgPzv4E7yPAskupnQHkZ6Y1C8xgwFyv6csGPvnmn1kg,2022-04-28T03:18:06Z,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6
2.176851446,2TnwMemrTTBKb2P1EkxvkLEp6cwyLWEgyeVNRumYKNaH,rco9MGs3ieTYcethzsrJFabx6uQHxUpMJb8NJDu4hBY1xuXV6o7X93zeRJHzUv3BPg7dWi3HYPBfzUdGEg4XidX,2022-04-28T03:02:07Z,5h6ssFpeDeRbzsEHDbTQNH7nVGgsKrZydxdSTnLm6QdV,9
2.2,2TnwMemrTTBKb2P1EkxvkLEp6cwyLWEgyeVNRumYKNaH,rco9MGs3ieTYcethzsrJFabx6uQHxUpMJb8NJDu4hBY1xuXV6o7X93zeRJHzUv3BPg7dWi3HYPBfzUdGEg4XidX,2022-04-28T03:02:07Z,So11111111111111111111111111111111111111112,9
9997.332618,2w9dLyUCuy13yXMnsfCTweUMiiaggiop7TffUahfosJp,5Qo42xEjiRBxUvsw5B5m6HGSrMbw8gHthQ413FL8HD73t7bHnLi27XpwuQ3Qb3aCjXTpdkLcqWunrZ9UuUNGXgA6,2022-04-28T03:16:51Z,9vMJfxuKxXBoEa7rM12mYLMwTacLMLDJqHozw96WQL8i,6
9762.896364,2w9dLyUCuy13yXMnsfCTweUMiiaggiop7TffUahfosJp,5Qo42xEjiRBxUvsw5B5m6HGSrMbw8gHthQ413FL8HD73t7bHnLi27XpwuQ3Qb3aCjXTpdkLcqWunrZ9UuUNGXgA6,2022-04-28T03:16:51Z,nZtL8HKX3aQtk3VpdvtdwPpXF2uMia522Pnan2meqdf,6
12284.382678,3513gW6tJD59g5M8hYurv4Lc7FXfp8HsxBEH5drRYvMB,4ApgHMapAhqJLZP4LP3eFitGZ2yUVsxPDGeb4p2EebdVtHR1EXE4uysFRf9qokFDAGHZaS7WnQX9yzeWTudPdbHX,2022-04-28T04:23:13Z,BTsbZDV7aCMRJ3VNy9ygV4Q2UeEo9GpR8D6VvmMZzNr8,6
12780.779967,3513gW6tJD59g5M8hYurv4Lc7FXfp8HsxBEH5drRYvMB,4ApgHMapAhqJLZP4LP3eFitGZ2yUVsxPDGeb4p2EebdVtHR1EXE4uysFRf9qokFDAGHZaS7WnQX9yzeWTudPdbHX,2022-04-28T04:23:13Z,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,6
3.0,3Cjg73AWsUyTiSdPtTwQHZJQZTHb3rD8dSJvPTKt3RMe,2R5yRZNq9jE753B25UNXCARXyeVPFUgGLZkSn5gAyh3PY2AiPwRCZhn1LCrkW6U3KKbwwwQfrou1TRhc1UxsMYZ5,2022-04-28T03:46:42Z,So11111111111111111111111111111111111111112,9
485.13573,3GTQg5jc6YAuPCJwYEpWHBvLbUHnndrcmubUy8z89fCa,5L4yBFtNPLWSXEXusH7NZenrKUoJfc43WuqfAma9MjJnrQne4E388QiyBV7J8xfVhjegpxdGfbcj7t1osNmLwazW,2022-04-28T02:39:12Z,993dVFL2uXWYeoXuEBFXR4BijeXdTv4s6BzsCjJZuwqk,6
505.0,3GTQg5jc6YAuPCJwYEpWHBvLbUHnndrcmubUy8z89fCa,5L4yBFtNPLWSXEXusH7NZenrKUoJfc43WuqfAma9MjJnrQne4E388QiyBV7J8xfVhjegpxdGfbcj7t1osNmLwazW,2022-04-28T02:39:12Z,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6
31.70189,3R32C2Kophx4oTED1t5Kxrtvi6wxyyDhPDhbxe1Epqf3,hBnQYfhGCBxTAyQpR5j9N8anqnY4SKeEqBc5ZhQSAoXs33PCQjLD8A3QUUdQAPAApsubtVBUcK3Fb2NwQ4VMaJ3,2022-04-28T02:55:44Z,993dVFL2uXWYeoXuEBFXR4BijeXdTv4s6BzsCjJZuwqk,6
33.0,3R32C2Kophx4oTED1t5Kxrtvi6wxyyDhPDhbxe1Epqf3,hBnQYfhGCBxTAyQpR5j9N8anqnY4SKeEqBc5ZhQSAoXs33PCQjLD8A3QUUdQAPAApsubtVBUcK3Fb2NwQ4VMaJ3,2022-04-28T02:55:44Z,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6
0.273557369,3dpfeCBBAyjQh47WdSefX1Xtjdw1WmYm8kUhT3dMvDSN,2odBPjR9veX6PbTsTefA7Fce58ijcQxdYKRyGapy8dg1aH9aJ3nUJ3SHYKjKTc9d7WShyWJ2J7ty3bFCDdn6R7Jh,2022-04-28T01:35:29Z,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,9
0.648432258,3dpfeCBBAyjQh47WdSefX1Xtjdw1WmYm8kUhT3dMvDSN,4YDojR7eXjNHwNdG14zNNj9oqpeM9UzxukXBaPtSKfybT56BL1ozMBepcqSqzjmjqJ6iY3HmcsH67mcks3VoTzYF,2022-04-28T01:37:15Z,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,9
0.364743152,3dpfeCBBAyjQh47WdSefX1Xtjdw1WmYm8kUhT3dMvDSN,4ycRciK8HvUdAAteT3iBopiJaN7bNeH5BYtjzJf78QzfmC29MBe3YhGP7ctU1NSbBPFKWqN244L5pe6XEFWShQXB,2022-04-28T01:36:10Z,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,9
0.205168032,3dpfeCBBAyjQh47WdSefX1Xtjdw1WmYm8kUhT3dMvDSN,52owKGYGGLq9qQxt84tKvjFdUFSYDtSoHi2XJWPgubcSEqoaE8UqHMFday1QFzVa2wRQ1Z38G1VnfscA2rt3X5mK,2022-04-28T01:34:56Z,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,9
0.504014999,3dpfeCBBAyjQh47WdSefX1Xtjdw1WmYm8kUhT3dMvDSN,5A1n2KjAZpfNm1puU5avZf33nYHdui1QbgiDtiYweUDxnLKJbYeW2wgryTTvvmsHUWj6tsbe2mFxt1sL1SjrV3Hn,2022-04-28T01:38:01Z,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,9
0.486324196,3dpfeCBBAyjQh47WdSefX1Xtjdw1WmYm8kUhT3dMvDSN,5xTCP3sqFGXMUphiZAP86Pe1Rj6DyHFVRYWDuLhn2kXoWQN1ih5uNRDnifmWmEkBXq33nCuQMZGRY7v55X7RLdYt,2022-04-28T01:36:43Z,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,9
2.0,3tzYXZtdTwXonxrft1rnreWfrJJXinRrJBbd4PgmQdTG,5shRuqWqdBB8bue1L49LkKZM1ancPUcNHwDo1AFVdKvMeUnHBqWYy1bmdcZtQitPiX9y5Ci4Stv1wiSkoxeJBNGv,2022-04-28T04:17:31Z,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6
1.211537,3xVEsY1YMn4TbGBgwYuTqiH8w3KV8fU87qsVm4XF27vp,3gSoYr4BQHR9DoD86bvCRuk3DunsJE6Ty1oLgGdctsyk6M4vjNUDduv9YXdzrreSDEmB9n6k3YYVwqCVDaFWuDG6,2022-04-28T00:38:30Z,9n4nbM75f5Ui33ZbPYXn59EwSgE8CGsHtAeTH5YFeJ9E,6
1.203601,3xVEsY1YMn4TbGBgwYuTqiH8w3KV8fU87qsVm4XF27vp,3gSoYr4BQHR9DoD86bvCRuk3DunsJE6Ty1oLgGdctsyk6M4vjNUDduv9YXdzrreSDEmB9n6k3YYVwqCVDaFWuDG6,2022-04-28T00:38:30Z,Gqu3TFmJXfnfSX84kqbZ5u9JjSBVoesaHjfTsaPjRSnZ,6
590.550797,3xVEsY1YMn4TbGBgwYuTqiH8w3KV8fU87qsVm4XF27vp,4MXg9ZqUUF5cvBDsPs6wsMzLBAEn83kqDcPCKy8r81b6o8ci3QG6LqeDnx7AarfFVw561w3vYDUKLL6su5y4bNaZ,2022-04-28T02:41:09Z,2d95ZC8L5XP6xCnaKx8D5U5eX6rKbboBBAwuBLxaFmmJ,6
716.308361,3xVEsY1YMn4TbGBgwYuTqiH8w3KV8fU87qsVm4XF27vp,4MXg9ZqUUF5cvBDsPs6wsMzLBAEn83kqDcPCKy8r81b6o8ci3QG6LqeDnx7AarfFVw561w3vYDUKLL6su5y4bNaZ,2022-04-28T02:41:09Z,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,6
16.07965164,3xVEsY1YMn4TbGBgwYuTqiH8w3KV8fU87qsVm4XF27vp,5LeykKdWj6JXX8cw7Tn8J7ouzgQrcJcFeHhvYwQbVPp7V2emG5rvcs1uUQCpy1vt24kfJ5JmjCqwnkLYKeihRBLx,2022-04-28T00:38:51Z,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,8
15.93377007,3xVEsY1YMn4TbGBgwYuTqiH8w3KV8fU87qsVm4XF27vp,5LeykKdWj6JXX8cw7Tn8J7ouzgQrcJcFeHhvYwQbVPp7V2emG5rvcs1uUQCpy1vt24kfJ5JmjCqwnkLYKeihRBLx,2022-04-28T00:38:51Z,FbKvdbx5h6F86h1pZuEqv7FxwmsVhJ88cDuSqHvLm6Xf,8
4.255666,47RmSC8yZAfEZrSWLVtSYBB6Cp1YsGqfMcLBPg2aMej3,5fGb7JhVRZpewqYJrhYXwYJ2JipMa33bLXcibLcRrba2pNEqJyt2ijrMgTuEBvQcSFu26BpLoh3APXK7UDrPm51V,2022-04-28T01:18:41Z,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6
178683.817054,47iaTpw5hFjyd3J7Vx5Zim2ohkHsHG9jTh3rvCSpmPLJ,2QdeyMhqB8hFHoN9XkVYmsCWHY4CiwXP55WL4NurXnBoEkCVavZPyhmM1EjdmJ5wLBXPU8PU2npMwKvCUE8Paz72,2022-04-28T02:29:42Z,993dVFL2uXWYeoXuEBFXR4BijeXdTv4s6BzsCjJZuwqk,6
186000.0,47iaTpw5hFjyd3J7Vx5Zim2ohkHsHG9jTh3rvCSpmPLJ,2QdeyMhqB8hFHoN9XkVYmsCWHY4CiwXP55WL4NurXnBoEkCVavZPyhmM1EjdmJ5wLBXPU8PU2npMwKvCUE8Paz72,2022-04-28T02:29:42Z,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6
3.479999999,4zKSyRYy9DjFaYv477wmsfRSCpfTj9UWDqin2PUFvpYg,2qGbZ5WFvV6krNd51Lavk22UGXiyEBS9x9fnjM7mu4DEZEyrpWbiJxUP2bcg9SdkjV4qrwW5RAR5mpFfR8GAXk89,2022-04-28T04:42:07Z,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,9
1.403670499,4zKSyRYy9DjFaYv477wmsfRSCpfTj9UWDqin2PUFvpYg,32JCWK2bjzT9HVicajXvpyhfTsLkqsYskwNg2NV5fPkcwyFxYm18RHNsdazvay6mLs7W3Fn3PhMZYitoPHsZjLjG,2022-04-28T04:38:54Z,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,9
0.46011209,4zKSyRYy9DjFaYv477wmsfRSCpfTj9UWDqin2PUFvpYg,3SNcy4fFsWBXC9MJ9jn3HQbaLeVq1BXrsZUzn48xkB7Vxge491YJiJNAriZGMPVd5F1M8qGEJR4HVrTouemkm4nN,2022-04-28T04:43:57Z,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,9
2.599999999,4zKSyRYy9DjFaYv477wmsfRSCpfTj9UWDqin2PUFvpYg,4HokHY5TWZtYyABa4bCX5oaAPJvBdnPXNS1uPo9UZ6rBcYyqrh7Bu1EPUSfMGhukeTiSTFurWixxZF8Bqdv13Kca,2022-04-28T04:40:53Z,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,9
1.899999999,4zKSyRYy9DjFaYv477wmsfRSCpfTj9UWDqin2PUFvpYg,5QV2rmgxesGjqqZr433hJDKZFAyGaKD66HdHyeBpDXQw53fhzmXv3tHFnpyxjNeoSibLBRJ2hjq6NK7YN4rKHyS4,2022-04-28T04:40:05Z,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,9
0.0155473,5LxdbYyh9Bf1XLbQnCWdQouySfedV8T7HrJj6NjtzRX4,2g6xo9bUchPhj7vfZiYR6V8rYu9YMEEnuVx3k9vpqDJG82jihf85BGXBvq5HjwuC18AXYsN88pH1yxZ1SPEuVC8X,2022-04-28T05:03:33Z,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,8
0.01540613,5LxdbYyh9Bf1XLbQnCWdQouySfedV8T7HrJj6NjtzRX4,2g6xo9bUchPhj7vfZiYR6V8rYu9YMEEnuVx3k9vpqDJG82jihf85BGXBvq5HjwuC18AXYsN88pH1yxZ1SPEuVC8X,2022-04-28T05:03:33Z,FbKvdbx5h6F86h1pZuEqv7FxwmsVhJ88cDuSqHvLm6Xf,8
2881.955518,5LxdbYyh9Bf1XLbQnCWdQouySfedV8T7HrJj6NjtzRX4,JdiA4oR9r3uoQBDrkb6akVTKyuosBLZte3TzP7TDjoCHuBSWakt7xU52drFEjTfWWH5oJY2ASTJkFKqwYRUD8y5,2022-04-28T05:04:25Z,993dVFL2uXWYeoXuEBFXR4BijeXdTv4s6BzsCjJZuwqk,6
3000.0,5LxdbYyh9Bf1XLbQnCWdQouySfedV8T7HrJj6NjtzRX4,JdiA4oR9r3uoQBDrkb6akVTKyuosBLZte3TzP7TDjoCHuBSWakt7xU52drFEjTfWWH5oJY2ASTJkFKqwYRUD8y5,2022-04-28T05:04:25Z,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6
1721.593757,5Xy3uin3QjaBZxwkGhHCY86mpUoiABGNmaFgvti5AgGe,4LkwpZAVeNw2nmojoRp4LFAKZYTxHiPvn1YDpWKCoRXDjoTxiY7Pxwkzfxgx78V2WDYGgcoNWxYvhULN8W7WGkwY,2022-04-28T01:18:00Z,993dVFL2uXWYeoXuEBFXR4BijeXdTv4s6BzsCjJZuwqk,6
1792.073022,5Xy3uin3QjaBZxwkGhHCY86mpUoiABGNmaFgvti5AgGe,4LkwpZAVeNw2nmojoRp4LFAKZYTxHiPvn1YDpWKCoRXDjoTxiY7Pxwkzfxgx78V2WDYGgcoNWxYvhULN8W7WGkwY,2022-04-28T01:18:00Z,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6
300.0,5rqiysUxBtR2HV3cqSM6DetUf4zYrNgL5mFoLKugSPAr,QXyYgQmWzTcZyecVab6QrdKPTJmqzZe6aWUcgB3ZPQGsGTPqv5ukBx1KtxQj5fUCEbHrX5ZUErmi6orVpu1CUUg,2022-04-28T03:42:35Z,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6
9.936283,61w6KSfvBpEdYgyiqRVoNU9e5kDcXMzaLUr5HASeJjhp,4AwQrKAuaeUXdSqashTTNb5asnymiVwvZyj9aWqmVerPY2ydrwYqJGJgYWa8mvUbr78MBPop2VTLZrDbUc5ZncQZ,2022-04-28T05:46:33Z,D3Cu5urZJhkKyNZQQq2ne6xSfzbXLU4RrywVErMA2vf8,6
9.963273,61w6KSfvBpEdYgyiqRVoNU9e5kDcXMzaLUr5HASeJjhp,4AwQrKAuaeUXdSqashTTNb5asnymiVwvZyj9aWqmVerPY2ydrwYqJGJgYWa8mvUbr78MBPop2VTLZrDbUc5ZncQZ,2022-04-28T05:46:33Z,SLNDpmoWTVADgEdndyvWzroNL7zSi1dF9PC3xHGtPwp,6
336.275453,69qFJfykTbyCrCwjuQVVNCu3poJSQauE5NyY6JS5YKTP,AFtNzBAtHtJQQ68bCXbRXxrjg2zdxZioYh8Nq4Hj6hSDDzxLJPaGt7VcnfkhmJMFBFNeqtsseURfaQsygrovsoE,2022-04-28T01:38:48Z,993dVFL2uXWYeoXuEBFXR4BijeXdTv4s6BzsCjJZuwqk,6
350.042677,69qFJfykTbyCrCwjuQVVNCu3poJSQauE5NyY6JS5YKTP,AFtNzBAtHtJQQ68bCXbRXxrjg2zdxZioYh8Nq4Hj6hSDDzxLJPaGt7VcnfkhmJMFBFNeqtsseURfaQsygrovsoE,2022-04-28T01:38:48Z,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6
1.790100679,6FwAphAfRU6KfJHeNviwzaRdgfR2JpFLurWAMTs18x7A,4D8h2HSi9EqgBLTeXvxCu7rwCEqvrFi7wFNXUvkz6dBWBF5E9dKMCiKnyxvYWin3Q7W3ApLpqmQN8JMf1Q8NJhKz,2022-04-28T04:16:51Z,3JFC4cB56Er45nWVe29Bhnn5GnwQzSmHVf6eUq9ac91h,9
1.790341216,6FwAphAfRU6KfJHeNviwzaRdgfR2JpFLurWAMTs18x7A,4D8h2HSi9EqgBLTeXvxCu7rwCEqvrFi7wFNXUvkz6dBWBF5E9dKMCiKnyxvYWin3Q7W3ApLpqmQN8JMf1Q8NJhKz,2022-04-28T04:16:51Z,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,9
2545.91104,6LCm7C3YDkmzPAGU7vKkt7iqdtKwTzYS2ienAGpt7meV,2hQvZDeToJ6Rai46nz5rwd1PFudBeE36ovTgLZUbGxCDD3kMsuKuC2nrGMH7AkBCx4eCrossjLGuF4Dv13k9FwV8,2022-04-28T02:27:20Z,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6
2.473704407,6MmNKvh7ud4FoQwc6cuRXUyKQt5YqZxrcp6A4urSCmtL,3khZvzo9wxUdpejqoSR7viBvan24awvzp3MMFSoftR9daUu64pzxuPvUMyuNgBdZX6wz2MHpx8q2XowU995Bbjjr,2022-04-28T01:02:29Z,5h6ssFpeDeRbzsEHDbTQNH7nVGgsKrZydxdSTnLm6QdV,9
2.5,6MmNKvh7ud4FoQwc6cuRXUyKQt5YqZxrcp6A4urSCmtL,3khZvzo9wxUdpejqoSR7viBvan24awvzp3MMFSoftR9daUu64pzxuPvUMyuNgBdZX6wz2MHpx8q2XowU995Bbjjr,2022-04-28T01:02:29Z,So11111111111111111111111111111111111111112,9
2.968447216,6MmNKvh7ud4FoQwc6cuRXUyKQt5YqZxrcp6A4urSCmtL,4e96zBzxQKhPfG28WG7k8TD1j9anMTccD6uR7aHJwWuUnwMeK6SbqCzkFwJ2sY1wQLiyhoKJk8Pd7wQVjJDuDBpQ,2022-04-28T00:43:11Z,5h6ssFpeDeRbzsEHDbTQNH7nVGgsKrZydxdSTnLm6QdV,9
3.0,6MmNKvh7ud4FoQwc6cuRXUyKQt5YqZxrcp6A4urSCmtL,4e96zBzxQKhPfG28WG7k8TD1j9anMTccD6uR7aHJwWuUnwMeK6SbqCzkFwJ2sY1wQLiyhoKJk8Pd7wQVjJDuDBpQ,2022-04-28T00:43:11Z,So11111111111111111111111111111111111111112,9
3.463187954,6MmNKvh7ud4FoQwc6cuRXUyKQt5YqZxrcp6A4urSCmtL,5wW4L4WtJTqcuCEaK4N3NJvk9k9dbMAt53XD69uT4tLDzxpojyF3E4iX2X5zLJyQ25hfjv2SnA7yxohbYY6Ydzca,2022-04-28T00:47:08Z,5h6ssFpeDeRbzsEHDbTQNH7nVGgsKrZydxdSTnLm6QdV,9
3.5,6MmNKvh7ud4FoQwc6cuRXUyKQt5YqZxrcp6A4urSCmtL,5wW4L4WtJTqcuCEaK4N3NJvk9k9dbMAt53XD69uT4tLDzxpojyF3E4iX2X5zLJyQ25hfjv2SnA7yxohbYY6Ydzca,2022-04-28T00:47:08Z,So11111111111111111111111111111111111111112,9
1.978963378,6MmNKvh7ud4FoQwc6cuRXUyKQt5YqZxrcp6A4urSCmtL,DkAGsbEv5VrWZdFDaDm2Rq2aa4SXBYb2ozrgxWvUq9BBFqbXyXg1EvfuUobXbmYkA6Lo7Ket8bTPeDjNW1Fn4up,2022-04-28T01:05:00Z,5h6ssFpeDeRbzsEHDbTQNH7nVGgsKrZydxdSTnLm6QdV,9
2.0,6MmNKvh7ud4FoQwc6cuRXUyKQt5YqZxrcp6A4urSCmtL,DkAGsbEv5VrWZdFDaDm2Rq2aa4SXBYb2ozrgxWvUq9BBFqbXyXg1EvfuUobXbmYkA6Lo7Ket8bTPeDjNW1Fn4up,2022-04-28T01:05:00Z,So11111111111111111111111111111111111111112,9
0.000338,6c7W58Me4AVTwi2PAeKDu2984749JC7XvP4V62xowtEj,39Np9X3qXht4n8RRYYrseMmNc7kR89q3XA9VbkG4fH6PkrczRURChLBeh2AARTkvPUBoxjfosnRovPWUxK22w388,2022-04-28T04:17:57Z,9n4nbM75f5Ui33ZbPYXn59EwSgE8CGsHtAeTH5YFeJ9E,6
0.000207,6c7W58Me4AVTwi2PAeKDu2984749JC7XvP4V62xowtEj,46jTbqVv56xAGTsRhexYmmzMG8wYEjc1ZZoKBP7E9ge4vW1H9WE9nBxTUX9AZGovFTqiSuoWXCDSkaKodcps3wq5,2022-04-28T00:43:08Z,9n4nbM75f5Ui33ZbPYXn59EwSgE8CGsHtAeTH5YFeJ9E,6
0.000552,6c7W58Me4AVTwi2PAeKDu2984749JC7XvP4V62xowtEj,4yJzqNV1LoNvzgp5NgRidmHzPc3XasriZXkSUV1Cgs7tVXWBKzQvQbaf8gPuhWtzXtynH3DRoR49N7ysGZEp4wZa,2022-04-28T02:56:37Z,9n4nbM75f5Ui33ZbPYXn59EwSgE8CGsHtAeTH5YFeJ9E,6
35544.834008,6ic2vxDpXSFD3AiowbFxC6Xr1hXoZDdZKB9RwmpD4EEr,5np1bsPePZd6LU4thN2gFYkmLDGGDiWMmeeBqbdPgyQD46edEybNFcbNc6Ybi55QKZc7ogyi1EP8EvccatdTSb9a,2022-04-28T01:23:45Z,993dVFL2uXWYeoXuEBFXR4BijeXdTv4s6BzsCjJZuwqk,6
37000.0,6ic2vxDpXSFD3AiowbFxC6Xr1hXoZDdZKB9RwmpD4EEr,5np1bsPePZd6LU4thN2gFYkmLDGGDiWMmeeBqbdPgyQD46edEybNFcbNc6Ybi55QKZc7ogyi1EP8EvccatdTSb9a,2022-04-28T01:23:45Z,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6
0.098948052,6x5KZhRpSK7SUNiKY5FtUzo4dnP3eEUfZdNDzcuPqwTW,2JXcV31QZSQcuHh5XCh5fPK7n3rCRzxEpix7ED7w43YzQLfk7cXH9AC5cAixCok6Ht4Uy7eygJKjJc8y82byqSGP,2022-04-28T01:41:14Z,5h6ssFpeDeRbzsEHDbTQNH7nVGgsKrZydxdSTnLm6QdV,9
0.1,6x5KZhRpSK7SUNiKY5FtUzo4dnP3eEUfZdNDzcuPqwTW,2JXcV31QZSQcuHh5XCh5fPK7n3rCRzxEpix7ED7w43YzQLfk7cXH9AC5cAixCok6Ht4Uy7eygJKjJc8y82byqSGP,2022-04-28T01:41:14Z,So11111111111111111111111111111111111111112,9
0.098948054,6x5KZhRpSK7SUNiKY5FtUzo4dnP3eEUfZdNDzcuPqwTW,5GNcGYdAjMjFXc2uN3wc8BpewY3hkDQ6H113gR2ALDUU6mCytMkCepYWUcQqc3WQNvGUkFiBh53ihVkpKxKzcFY9,2022-04-28T01:40:43Z,5h6ssFpeDeRbzsEHDbTQNH7nVGgsKrZydxdSTnLm6QdV,9
0.1,6x5KZhRpSK7SUNiKY5FtUzo4dnP3eEUfZdNDzcuPqwTW,5GNcGYdAjMjFXc2uN3wc8BpewY3hkDQ6H113gR2ALDUU6mCytMkCepYWUcQqc3WQNvGUkFiBh53ihVkpKxKzcFY9,2022-04-28T01:40:43Z,So11111111111111111111111111111111111111112,9
109.974876,712UrX9K4kA3MBXWAjA5V4cSnfDRCpgVq7Dh3f9hVRGD,4oKrKGRnd1wNuW1Gh7JC4t7ey9NzXWg1AuSuujQ97DpajGLnxXaYSShbeQPXEaky666cSrwhQePrzWkCBMuHK9jS,2022-04-28T03:45:03Z,9vMJfxuKxXBoEa7rM12mYLMwTacLMLDJqHozw96WQL8i,6
107.39565,712UrX9K4kA3MBXWAjA5V4cSnfDRCpgVq7Dh3f9hVRGD,4oKrKGRnd1wNuW1Gh7JC4t7ey9NzXWg1AuSuujQ97DpajGLnxXaYSShbeQPXEaky666cSrwhQePrzWkCBMuHK9jS,2022-04-28T03:45:03Z,nZtL8HKX3aQtk3VpdvtdwPpXF2uMia522Pnan2meqdf,6
40.0,712UrX9K4kA3MBXWAjA5V4cSnfDRCpgVq7Dh3f9hVRGD,5kiFtdt2f5cRm2bSo6hgAsuvxzDCRPF1Gnf1qwUpEWhBF5yySfYoULKtPLDaUyebeAdkUQggcdLme3tKav9y6YCg,2022-04-28T04:02:18Z,9vMJfxuKxXBoEa7rM12mYLMwTacLMLDJqHozw96WQL8i,6
39.061815,712UrX9K4kA3MBXWAjA5V4cSnfDRCpgVq7Dh3f9hVRGD,5kiFtdt2f5cRm2bSo6hgAsuvxzDCRPF1Gnf1qwUpEWhBF5yySfYoULKtPLDaUyebeAdkUQggcdLme3tKav9y6YCg,2022-04-28T04:02:18Z,nZtL8HKX3aQtk3VpdvtdwPpXF2uMia522Pnan2meqdf,6
0.025298,7BQoRqv5Gg4jBTFXEcf2SwrCJWdTxiEzsVy5nZZRkRZ7,3NGcVc664zkmaMMjLGvnJvHVcaivFa3NZ9k7KhiTGvRFAYMdkwaDD91JLzMJD6EGXUJN3nML2xH3fMbn1srA3EKZ,2022-04-28T04:56:54Z,9n4nbM75f5Ui33ZbPYXn59EwSgE8CGsHtAeTH5YFeJ9E,6
0.025132,7BQoRqv5Gg4jBTFXEcf2SwrCJWdTxiEzsVy5nZZRkRZ7,3NGcVc664zkmaMMjLGvnJvHVcaivFa3NZ9k7KhiTGvRFAYMdkwaDD91JLzMJD6EGXUJN3nML2xH3fMbn1srA3EKZ,2022-04-28T04:56:54Z,Gqu3TFmJXfnfSX84kqbZ5u9JjSBVoesaHjfTsaPjRSnZ,6
